Word,Score
emerg,0.559308376721747
call,0.5033775390495724
boston,0.2796541883608735
post,0.26101057580348197
servic,0.2423669632460904
windham,0.20507973813130725
ct,0.16779251301652412
fire,0.16779251301652412
road,0.16779251301652412
secur,0.13050528790174099
alarm,0.11186167534434942
client,0.09321806278695785
custom,0.09321806278695785
answer,0.07457445022956628
award,0.07457445022956628
demand,0.07457445022956628
welcom,0.07457445022956628
manner,0.05593083767217471
protect,0.05593083767217471
qualiti,0.05593083767217471
safe,0.05593083767217471
solut,0.05593083767217471
expertis,0.03728722511478314
honeywel,0.03728722511478314
perform,0.03728722511478314
power,0.03728722511478314
relationship,0.03728722511478314
specialist,0.03728722511478314
superior,0.03728722511478314
technic,0.03728722511478314
cctv,0.01864361255739157
commit,0.01864361255739157
construct,0.01864361255739157
core,0.01864361255739157
first,0.01864361255739157
firstbuild,0.01864361255739157
follow,0.01864361255739157
honest,0.01864361255739157
last,0.01864361255739157
longstand,0.01864361255739157
oper,0.01864361255739157
outstand,0.01864361255739157
partnership,0.01864361255739157
principalsput,0.01864361255739157
proud,0.01864361255739157
recipi,0.01864361255739157
system,0.01864361255739157
work,0.01864361255739157
