Word,Score
fire system,0.08358889945805953
anniversari fire system,0.07948771430628661
healthcar facil,0.062459294362881265
healthcar facil,0.06240739559675006
healthcar facil,0.05598121017216363
healthcar facil,0.055972101928365006
healthcar facil,0.05587685517418932
design code compliant solut applic,0.053455564593779155
ign code compliant solut applic,0.05298747185266447
manag,0.05010528164065127
manag,0.04997083316421673
manag,0.04960830503787892
manag,0.04950278628732967
integr adjac system,0.04934476850923748
integr adjac system,0.049234453088294175
design code compliant solut applic,0.04886374359324119
design code compliant solut applic,0.04880448225109884
healthcar facil,0.04757653843323653
healthcar facil,0.047531082019247654
design code compliant solut applic,0.04727383739928953
design code compliant solut applic,0.046906745496988186
manag,0.04623448721962412
manag,0.046219191287270166
design code compliant solut applic,0.04620963809724502
design code compliant solut applic,0.04536273929495353
ire servic communiti initi technician,0.043458118431503885
manag,0.04343050232789572
mani,0.0433967343345375
facil anoth,0.04259532559005487
facil anoth,0.0425242537041415
healthcar facil,0.042353593069206746
contact fire system today,0.04131616507986149
healthcar facil,0.04116677861000794
healthcar facil,0.0411561235224519
manag,0.040842201564132305
complex fire,0.04075736506937533
humbl rememb toll,0.04052312594486289
product pleas,0.04045995401380922
product pleas,0.04038719840869994
correct system,0.03975239616322092
correct system,0.039696117863149735
custom score,0.03837304238097699
integr adjac system,0.03632817917171754
integr adjac system,0.036128418454496866
product pleas,0.035991085378285
healthcar facil,0.03548201411531165
healthcar facil,0.035228679289654986
integr adjac system,0.035062394169192025
integr adjac system,0.03493627837292789
sale engin personnel,0.03451838771311286
sale engin personnel,0.03440099498547835
product expertis satisfi,0.03435877465595141
product expertis satisfi,0.03429169729642427
engin,0.03382534369388665
facil anoth,0.033687727971594784
facil anoth,0.03356407888556207
deserv intercom entri system,0.033548248778200354
deserv intercom entri system,0.03351785551274182
sale engin personnel,0.033432461622875824
product expertis satisfi,0.03274106350302779
product expertis satisfi,0.03268059058923122
ani phase,0.0324831927878755
onli oper proper,0.032170809835109816
onli oper proper,0.03204118708788242
onli oper proper,0.03191104173847687
onli oper proper,0.03190753000237019
smoke requir mani level engin,0.03178384632404735
sale engin personnel,0.031763919542425814
specif need,0.03166571621386143
smoke requir mani level engin,0.03163523713115401
smoke requir mani level engin,0.03151304298890007
smoke requir mani level engin,0.031504368425376364
sale engin personnel,0.0314815997348683
assess base,0.030913820184192847
live minim injuri,0.030447228422816046
live minim injuri,0.030428168392475623
custom manufactur componentri requir,0.03024432514308075
product expertis,0.030205655512552252
product expertis,0.030151634101613863
healthcar facil,0.03008094025456535
deserv intercom entri system,0.030078544046710398
healthcar facil,0.029898729442045798
peripher equip controlbyev program,0.02957564781287606
manag,0.029470813341348698
manag,0.029464361588595937
peripher equip controlbyev program,0.029337543426877336
