Word,tfidf
fire,0.28104042135783464
paladin,0.2595307069053944
service,0.2568512961085507
systems,0.23429958856844899
system,0.22841977043093073
alarm,0.20877075792074315
security,0.17565026334864664
sound,0.14580460419491473
control,0.14148777568888868
access,0.12727201285007872
video,0.1236250370432636
ip,0.12087119816872972
true,0.11826621544957606
station,0.11744750659498492
monitoring,0.108962705738313
inspection,0.1056878703199484
team,0.09452365866643272
facility,0.09266295672418011
contact,0.08663428243128164
solution,0.08603885780976081
key,0.08395487163443789
audio,0.08172202930373475
inspections,0.07881933427382068
needs,0.07532121462238577
central,0.0743536496124144
panel,0.07368379691320347
intercom,0.07346051268013315
masking,0.072641803825542
bda,0.07145095458250032
cellular,0.06959025264024772
function,0.06869711570796647
room,0.06817611916413573
telephone,0.06624098914419302
rf,0.06527342413422166
business,0.06348715026965915
national,0.0625940133373779
mass,0.06192416063816695
survey,0.061179879861265905
new,0.05976574638515392
provide,0.059170321763633085
area,0.05909589368594298
technology,0.059021465608252874
paging,0.05864932521980235
hour,0.05768176020983099
click,0.057160763666000265
thermal,0.05708633558831016
intrusion,0.05663976712216953
stadium,0.05649091096678932
deployment,0.05589548634526849
custom,0.055225633646057544
need,0.055225633646057544
required,0.055225633646057544
design,0.055002349412987234
provides,0.05373707209225546
color,0.053216075548424724
based,0.05314164747073462
professional,0.05217408246076326
request,0.05209965438307316
wide,0.05195079822769295
free,0.051280945528482
emergency,0.0511320893731018
company,0.05083437706234138
devices,0.049569099741609605
building,0.04822939434318772
trouble,0.04815496626549762
maintenance,0.0478572539547372
power,0.047633969721666884
program,0.04718740125552626
entry,0.046964117022455946
door,0.04674083278938563
notifier,0.04674083278938563
undefined,0.046591976634005425
cctv,0.04636869240093511
solutions,0.0461454081678648
safety,0.04607098009017469
agreements,0.04592212393479448
false,0.04592212393479448
options,0.04525227123558354
site,0.04525227123558354
email,0.045028987002513225
time,0.04473127469175281
high,0.04391256583716166
radar,0.043838137759471554
available,0.04354042544871114
rescue,0.04331714121564082
certified,0.042870572749500194
quote,0.042424004283359566
communications,0.04234957620566947
help,0.04234957620566947
management,0.04160529542876842
