Word,tfidf
systems,0.536331187287553
fire,0.3155017728046222
system,0.2529689067316203
west,0.20042165539802445
inc,0.19076343786318906
today,0.15758718780002576
contact,0.14601915323852802
security,0.13374175806712713
learn,0.12921276340389923
needs,0.127521211180284
solution,0.11819039085001931
video,0.11715363303554546
control,0.10989632833422848
code,0.10367578144738536
management,0.1005655080039638
notification,0.0984919923750161
detection,0.09745523456054224
products,0.09314450470036148
compliant,0.08708765641580371
building,0.085014140786856
application,0.08397738297238215
solutions,0.07672007827106517
healthcare,0.07464656264211746
site,0.0694627735697482
nurse,0.06842601575527434
intercom,0.06738925794080049
facility,0.06635250012632664
technologies,0.06635250012632664
mass,0.06531574231185278
assist,0.06324222668290508
provide,0.062205468868431216
emergency,0.06013195323948351
let,0.059095195425009656
communication,0.05805843761053581
secure,0.05805843761053581
specialized,0.05805843761053581
suite,0.05805843761053581
care,0.05702167979606195
team,0.05702167979606195
engineering,0.052874648538166535
available,0.05183789072369268
monitoring,0.05183789072369268
design,0.05080113290921883
facilities,0.05080113290921883
platforms,0.05080113290921883
surveillance,0.05080113290921883
commercial,0.049764375094744975
correct,0.049764375094744975
multi,0.049764375094744975
municipal,0.049764375094744975
scalable,0.049764375094744975
smoke,0.049764375094744975
ensure,0.044580586022375704
services,0.04425318881780502
single,0.04376209301094898
expertise,0.043543828207901855
integrated,0.043543828207901855
customized,0.042507070393428
meet,0.042507070393428
personnel,0.042507070393428
alarm,0.041470312578954144
create,0.041470312578954144
fit,0.041470312578954144
integrations,0.041470312578954144
representative,0.041470312578954144
specialist,0.041470312578954144
communications,0.040433554764480295
life,0.038360039135532584
support,0.03628652350658488
access,0.035249765692111024
certified,0.035249765692111024
equipment,0.035249765692111024
factory,0.035249765692111024
nfpa,0.035249765692111024
staff,0.035249765692111024
trained,0.035249765692111024
advanced,0.03421300787763717
information,0.03421300787763717
installation,0.03421300787763717
intrusion,0.03421300787763717
people,0.03421300787763717
protection,0.03421300787763717
audio,0.03317625006316332
cameras,0.03317625006316332
campus,0.03317625006316332
capability,0.03317625006316332
concern,0.03317625006316332
cost,0.03317625006316332
door,0.03317625006316332
doors,0.03317625006316332
ensuring,0.03317625006316332
infant,0.03317625006316332
media,0.03317625006316332
mns,0.03317625006316332
operate,0.03317625006316332
patient,0.03317625006316332
protect,0.03317625006316332
purpose,0.03317625006316332
requirements,0.03317625006316332
tracking,0.03317625006316332
utilizing,0.03317625006316332
camera,0.032139492248689464
business,0.031102734434215608
safety,0.031102734434215608
simple,0.029029218805267903
errces,0.026955703176320196
project,0.026955703176320196
time,0.026955703176320196
amplification,0.02591894536184634
contractor,0.02591894536184634
directional,0.02591894536184634
ensures,0.02591894536184634
great,0.02591894536184634
industry,0.02591894536184634
adjacent,0.024882187547372488
buildings,0.024882187547372488
centers,0.024882187547372488
component,0.024882187547372488
evacuation,0.024882187547372488
fcc,0.024882187547372488
frequency,0.024882187547372488
